id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
9016362,Capitol Hill overlooking Downtown!!,46325167,Dereck,Capitol Hill,,47.62068045,-122.3231585,Private room,81.00,1,3,2015-12-04,1.73,1,362,3,
7987846,Vacation rental- Convention Center,41379323,E,Capitol Hill,Capitol Hill,47.61637313,-122.3246077,Entire home/apt,99.00,1,3,2015-12-29,1.15,2,365,3,
3803212,A warm bed for your cold nights,3543490,Minh,Capitol Hill,Capitol Hill,47.61487388,-122.3141773,Entire home/apt,150.00,1,3,2014-09-24,0.18,1,365,3,
3424991,Capitol Hill Excursion part duex,7354306,Michael,Capitol Hill,Capitol Hill,47.6234304,-122.3227508,Private room,64.00,2,55,2015-11-27,2.98,18,343,55,
752483,Beautiful Capitol Hill Townhouse,450548,Vaibhav,Capitol Hill,Broadway,47.6199512,-122.3166472,Entire home/apt,160.00,2,13,2015-09-20,0.35,3,365,13,
1897000,"Charming, Capitol Hill Penthouse",2498708,Jake,Capitol Hill,Capitol Hill,47.62217811,-122.3175717,Entire home/apt,155.00,1,15,2015-07-28,0.61,1,363,15,
6349598,Quiet Capitol Hill Gem,22886966,Haley,Capitol Hill,Capitol Hill,47.6203995,-122.3174677,Entire home/apt,135.00,1,8,2015-11-28,1.46,1,95,8,
4809601,"Enjoy a spaciously cozy, view condo",24772144,Megan,Capitol Hill,Capitol Hill,47.61701929,-122.327147,Entire home/apt,275.00,1,0,,,1,365,0,
9137398,Capitol Hill Master Bedroom,5820099,Forest And Andy,Capitol Hill,Capitol Hill,47.61810684,-122.3229318,Private room,85.00,1,0,,,7,355,0,
9137075,Capitol Hill Craftsman Corner View,5820099,Forest And Andy,Capitol Hill,Capitol Hill,47.61945298,-122.321126,Private room,85.00,1,0,,,7,356,0,
1100714,CH Private entrance bedroom & bath,6046471,Erika,Capitol Hill,Capitol Hill,47.61724116,-122.3177266,Private room,75.00,2,134,2015-11-21,5.63,2,76,134,
5977556,Private unit in Capitol Hill home,31032387,Susan,Capitol Hill,Capitol Hill,47.62619295,-122.3199551,Private room,120.00,1,36,2015-11-22,4.14,2,362,36,
1090449,Comfy 1 Bdrm Capitol Hill Apartment,2739131,Chad & Ruben,Capitol Hill,Capitol Hill,47.61784562,-122.3280946,Entire home/apt,135.00,2,135,2015-12-30,4.18,1,354,135,
4199019,Majesty Suite Capitol Hill Home,7673693,Shawn,Capitol Hill,Capitol Hill,47.62153263,-122.3250449,Private room,110.00,3,0,,,1,358,0,
1520593,Io House (Pvt Queen) - SLU walkable,1243056,Andrew,Capitol Hill,Capitol Hill,47.62388332,-122.3195886,Private room,79.00,4,10,2015-09-05,0.36,37,365,10,
1928010,Master Suite B in Capitol Hill Home,8315334,Robert,Capitol Hill,Capitol Hill,47.62491803,-122.3260381,Private room,79.00,1,132,2015-11-29,5.34,3,340,132,
7177194,"Convenient location, beautiful view",17433748,Adrian,Capitol Hill,Capitol Hill,47.62600263,-122.323306,Entire home/apt,245.00,3,0,,,1,334,0,
7635966,Modern Capitol Hill Apartment,2683918,Ravi,Capitol Hill,Capitol Hill,47.61973814,-122.32101,Private room,220.00,1,2,2015-10-01,0.43,1,132,2,
6325283,Slightly Bohemian Studio,32916088,LaKell,Capitol Hill,Capitol Hill,47.61699468,-122.3254853,Entire home/apt,109.00,1,7,2015-10-12,1,1,212,7,
6644796,The Joy of Art (Capitol Hill),6590511,Joy,Capitol Hill,Capitol Hill,47.61794177,-122.3168816,Entire home/apt,79.00,3,5,2015-11-16,0.96,2,161,5,
8053921,Spacious stay in ideal location!,11972863,Sandy,Capitol Hill,Capitol Hill,47.6197316,-122.316815,Shared room,45.00,1,15,2015-12-11,3.54,1,279,15,
841049,Volunteer Park Room 2,555957,Alexia,Capitol Hill,Capitol Hill,47.62424754,-122.3183794,Private room,58.00,1,279,2015-12-14,7.59,3,360,279,
7128310,Cute Vintage 1.5 bdrm-Capitol Hill,19799874,Noora,Capitol Hill,,47.62224427,-122.3284876,Entire home/apt,100.00,1,7,2015-08-11,1.17,2,363,7,
7718203,Cozy Apartment on Capitol Hill,8136493,Grant,Capitol Hill,Capitol Hill,47.61584269,-122.3255291,Entire home/apt,80.00,1,9,2015-12-12,1.86,1,121,9,
9774404,Bohemian Studio in Capitol Hill,18746557,Amanda,Capitol Hill,,47.6170618,-122.3258724,Entire home/apt,100.00,1,0,,,1,7,0,
7789438,Sunny & Decorative Capitol Hill Apt,2594393,Shay,Capitol Hill,Capitol Hill,47.61932566,-122.3258202,Entire home/apt,139.00,2,19,2016-01-02,4.87,1,349,19,
7775663,Bright Loft in the Heart of Seattle,8759150,Jean,Capitol Hill,Capitol Hill,47.62171343,-122.3272617,Entire home/apt,169.00,1,15,2016-01-01,3.52,1,347,15,
8014547,Cap Hill - Artsy Studio 95walkscore,42317546,William,Capitol Hill,Capitol Hill,47.62013094,-122.3240287,Entire home/apt,114.00,1,6,2015-10-18,1.46,1,100,6,
1716901,Charming one bed apt - Capitol Hill,3650951,Candace,Capitol Hill,Capitol Hill,47.62029731,-122.3252944,Entire home/apt,85.00,3,15,2015-12-15,2.1,1,95,15,
6477225,Capitol Hill 2 BR near Downtown,7673693,Shawn,Capitol Hill,Capitol Hill,47.62066334,-122.3246612,Entire home/apt,100.00,2,12,2015-12-09,1.71,1,0,12,
2217257,The Casbah,6397518,Sean,Capitol Hill,Capitol Hill,47.6211414,-122.3248927,Entire home/apt,125.00,3,27,2015-10-19,1.33,1,48,27,
7580593,Studio in Capitol Hill,1202954,Jay,Capitol Hill,Capitol Hill,47.6198705,-122.3239885,Entire home/apt,190.00,1,0,,,1,2,0,
1828232,Views and Brews on the Hill,9565783,David,Capitol Hill,Capitol Hill,47.62056469,-122.3250816,Entire home/apt,100.00,1,8,2015-05-04,0.42,1,208,8,
4725935,Capitol Hill Excursion Part four,7354306,Michael,Capitol Hill,Capitol Hill,47.62335267,-122.3230689,Shared room,40.00,2,44,2015-12-25,3.38,18,354,44,
9061439,SPACIOUS CLEAN LIVING SPACE IN CITY,47267675,Tyler,Capitol Hill,Capitol Hill,47.62290309,-122.3259805,Shared room,40.00,1,0,,,1,61,0,
6545602,Io Annex (bunk 1U) - SLU walkable,1243056,Andrew,Capitol Hill,Capitol Hill,47.62362134,-122.3195299,Shared room,53.00,4,1,2015-09-25,0.29,37,365,1,
2688555,Classic Capitol Hill Home,7673693,Shawn,Capitol Hill,Capitol Hill,47.61760918,-122.3277911,Entire home/apt,250.00,4,41,2015-11-09,2.1,1,346,41,
7984550,Io Annex (bunk 3L) - SLU walkable,1243056,Andrew,Capitol Hill,Capitol Hill,47.62486044,-122.3210681,Shared room,65.00,4,0,,,37,365,0,
6561753,Io Annex (bunk 2L) - SLU walkable,1243056,Andrew,Capitol Hill,Capitol Hill,47.62365295,-122.3209043,Shared room,55.00,4,10,2015-10-27,1.47,37,365,10,
6561811,Io Annex (bunk 2U) - SLU walkable,1243056,Andrew,Capitol Hill,Capitol Hill,47.62412433,-122.3199755,Shared room,53.00,4,5,2015-09-01,0.79,37,365,5,
6545246,Io Annex (bunk 1L) - SLU walkable,1243056,Andrew,Capitol Hill,Capitol Hill,47.62528522,-122.3200901,Shared room,55.00,4,1,2015-09-01,0.24,37,365,1,
1520501,Io House (bunk 2L) - SLU walkable,1243056,Andrew,Capitol Hill,Capitol Hill,47.62430121,-122.3191542,Shared room,49.00,4,4,2015-06-23,0.24,37,365,4,
5618094,Heart of Capitol hill w/ views!,2886900,Kathleen,Capitol Hill,Capitol Hill,47.62244315,-122.3157415,Private room,75.00,1,6,2015-11-11,0.66,1,275,6,
279063,"Central Guest Room, Stunning View",1382925,Calen,Capitol Hill,Capitol Hill,47.62465019,-122.3168894,Private room,89.00,1,294,2016-01-01,6.06,2,364,294,
5030361,Vibrant Lively Urban Retreat,25966380,Min,Capitol Hill,Capitol Hill,47.62032667,-122.3158051,Private room,90.00,2,49,2015-12-15,4.98,1,126,49,
6779893,Beautiful Condo on Caphill,35492206,Matthew,Capitol Hill,Capitol Hill,47.62318659,-122.3272225,Entire home/apt,250.00,1,7,2015-12-22,1.21,1,365,7,
796594,Capitol Hill View Home,4196404,Troy & Maria,Capitol Hill,Capitol Hill,47.62297911,-122.328656,Entire home/apt,199.00,3,22,2015-08-03,0.61,1,365,22,
1030615,"Close to Downtown,  ""Paris"" Room",5090190,Rochelle,Capitol Hill,Capitol Hill,47.62869351,-122.3205422,Private room,95.00,2,83,2015-11-01,2.48,2,14,83,
6328923,Cozy Private 1BR Oasis,32940818,Joe & Ronnimae,Capitol Hill,Capitol Hill,47.62202852,-122.3163546,Private room,89.00,1,19,2015-10-22,2.57,4,364,19,
7050492,Capitol Hill Chill Spot,24336313,Jeff,Capitol Hill,,47.62164177,-122.3268448,Entire home/apt,110.00,1,12,2015-12-30,2.02,2,61,12,
2418658,Top floor views on Capitol Hill!,12361167,Rebecca,Capitol Hill,Capitol Hill,47.61885234,-122.326262,Entire home/apt,155.00,1,135,2015-12-20,6.02,2,355,135,
387078,Modern on Capitol Hill Nov Sale!,1121532,Autumn,Capitol Hill,Capitol Hill,47.62177825,-122.3237871,Entire home/apt,119.00,2,52,2015-11-01,1.41,7,365,52,
10012724,Ideal Location + Bike - (Bttm Bunk),50201633,Taylor,Capitol Hill,First Hill,47.61485288,-122.3239921,Shared room,25.00,1,2,2015-12-25,2,2,47,2,
6768768,Rustic Spacious Sunny Cap Hill Apt,769622,Gil,Capitol Hill,Capitol Hill,47.61481836,-122.3250582,Entire home/apt,159.00,1,8,2015-12-06,1.22,1,182,8,
338043,large modern unit & fab location,1717589,Judy,Capitol Hill,Capitol Hill,47.61880494,-122.3188491,Entire home/apt,125.00,1,8,2015-12-01,2.67,2,356,8,
4701205,couch in CapHill studio by downtown,8306329,Brent,Capitol Hill,Capitol Hill,47.61681894,-122.3247123,Shared room,25.00,1,39,2015-08-28,3.55,1,357,39,
338091,"spacious, great location",1717589,Judy,Capitol Hill,Capitol Hill,47.61917439,-122.3218492,Entire home/apt,225.00,1,84,2015-11-25,1.85,2,365,84,
7235573,Seattle apartment 1BR,37883624,Jason,Capitol Hill,Capitol Hill,47.62387815,-122.3262496,Entire home/apt,140.00,2,8,2015-10-18,1.48,1,365,8,
7579854,Cozy Oasis in Capitol Hill,39743771,Duncan,Capitol Hill,Capitol Hill,47.62847549,-122.3216158,Entire home/apt,89.00,2,15,2015-12-28,2.85,2,148,15,
1525972,Mid-Century Home in Capitol Hill,286545,Yuriy,Capitol Hill,Capitol Hill,47.62205783,-122.3180947,Entire home/apt,190.00,2,31,2015-10-19,1.07,1,359,31,
3626497,"Cozy Artsy Condo, Walk Downtown",13546271,Elyse,Capitol Hill,Capitol Hill,47.62297719,-122.3270508,Entire home/apt,99.00,1,15,2014-09-01,0.85,1,2,15,
8102064,The heart of Capitol Hill,42782914,Kriston,Capitol Hill,Capitol Hill,47.6236286,-122.3268892,Entire home/apt,49.00,2,2,2015-09-22,0.54,1,103,2,
447488,Capitol Hill Townhouse with Views,450548,Vaibhav,Capitol Hill,Capitol Hill,47.61953147,-122.3158145,Private room,100.00,1,51,2015-09-29,1.23,3,89,51,
835149,Volunteer Park Room 1,555957,Alexia,Capitol Hill,Capitol Hill,47.62238556,-122.3147673,Private room,58.00,1,263,2015-12-13,7.19,3,362,263,
3759039,Huge house in Capitol Hill,19245041,Myyk,Capitol Hill,Capitol Hill,47.62000171,-122.3169148,Private room,200.00,1,0,,,1,0,0,
6131411,Short-term stays 2br Capitol Hill,7673693,Shawn,Capitol Hill,Capitol Hill,47.62112453,-122.3248723,Entire home/apt,150.00,3,5,2015-08-24,0.69,1,190,5,
4679983,Sleep and work space in downtown,1393266,Mark,Capitol Hill,Capitol Hill,47.6149106,-122.3261158,Private room,59.00,2,24,2015-12-21,2.01,3,316,24,
7821003,Cozy 1 BR Capitol Hill Apartment,11698717,Sam,Capitol Hill,Capitol Hill,47.62169511,-122.326681,Entire home/apt,65.00,1,2,2015-12-27,1.62,1,5,2,
9939359,Capitol Hill Studio Apartment,7696606,Corey,Capitol Hill,Capitol Hill,47.61669008,-122.3238819,Entire home/apt,80.00,1,2,2015-12-27,2,1,0,2,
9494946,305 Modern Studio on Capitol Hill,42537846,Eric,Capitol Hill,Capitol Hill,47.6261763,-122.3176248,Entire home/apt,69.00,1,2,2015-12-31,2,15,337,2,
745099,Beautiful & Central in High End St.,3907188,Julio,Capitol Hill,Broadway,47.62824409,-122.3190871,Private room,75.00,1,0,,,1,337,0,
8054518,Capitol Hill Cottage Studio,20242835,Melinda,Capitol Hill,Stevens,47.62241455,-122.3126606,Entire home/apt,97.00,2,8,2015-11-15,1.88,1,357,8,
1141226,St. John's Apartments #308 - 1 BR,1787819,Christine,Capitol Hill,First Hill,47.61479098,-122.3232604,Entire home/apt,174.00,3,19,2015-09-21,0.87,6,302,19,
9866909,Two twin beds big room with a view,555957,Alexia,Capitol Hill,Capitol Hill,47.62632427,-122.3170828,Private room,78.00,1,0,,,3,360,0,
1790020,Heart of Capitol Hill Stunning View,1382925,Calen,Capitol Hill,Capitol Hill,47.62360708,-122.3172353,Private room,89.00,1,193,2015-12-28,7.24,2,365,193,
4277026,Bright and spacious Cap Hill room,1969207,Philip,Capitol Hill,Capitol Hill,47.62161777,-122.3147647,Private room,100.00,3,7,2015-10-03,0.52,1,89,7,
4082250,Apartment in heart of Capitol Hill,753818,Wesley,Capitol Hill,Capitol Hill,47.61796415,-122.3270272,Entire home/apt,125.00,3,3,2015-07-21,0.19,1,324,3,
5637990,Amazing Lake Union Views: 2 Bedroom,1346749,April,Capitol Hill,Capitol Hill,47.63504487,-122.3210174,Entire home/apt,130.00,1,3,2015-12-01,0.75,1,83,3,
2909809,Wake Up To The Space Needle!,3551193,Katie,Capitol Hill,Capitol Hill,47.62068699,-122.3274872,Entire home/apt,132.00,1,11,2015-10-04,0.55,1,365,11,
1356339,"New LUXURIOUS Apt,Great Location!!!",1121532,Autumn,Capitol Hill,Capitol Hill,47.62213656,-122.3257025,Entire home/apt,119.00,2,61,2015-11-22,2.18,7,343,61,
3884805,Unique Vintage Capitol Hill Getaway,20089918,Zachary & Angela,Capitol Hill,,47.62276797,-122.3261681,Entire home/apt,150.00,2,1,2015-11-29,0.81,1,355,1,
5395530,Old World Charm in Modern Seattle,27967988,Robert,Capitol Hill,Capitol Hill,47.62659131,-122.3267556,Entire home/apt,115.00,1,17,2015-11-23,1.77,1,350,17,
10295151,"MODERN, CLEAN Capitol Hill LOCATION",32689598,Lori,Capitol Hill,Capitol Hill,47.62345136,-122.3258653,Entire home/apt,99.00,1,0,,,3,357,0,
6481695,Private 1 BR Oasis,32940818,Joe & Ronnimae,Capitol Hill,Capitol Hill,47.6203539,-122.3170261,Entire home/apt,99.00,1,0,,,4,364,0,
5660792,Stay in the heart of Capitol Hill!,5215312,Caroline,Capitol Hill,Capitol Hill,47.61677145,-122.3175892,Private room,120.00,1,41,2015-11-07,4.47,1,346,41,
7435912,1BR/1BA+parking in Capitol Hil,14943694,Arnaud,Capitol Hill,Capitol Hill,47.62234268,-122.3159605,Private room,70.00,2,4,2015-11-01,0.94,1,365,4,
4768038,Stylish Capitol Hill Apartment,24596657,Matt,Capitol Hill,Capitol Hill,47.63010058,-122.313119,Private room,150.00,2,44,2015-11-15,3.66,1,82,44,
1416279,"Bright, cozy nest on Capitol Hill",3586338,Cat,Capitol Hill,Capitol Hill,47.62608126,-122.3253911,Entire home/apt,145.00,3,29,2015-09-10,1.48,1,64,29,
9970609,"Cozy, unique bedroom in Capitol Hil",807116,Emily,Capitol Hill,Capitol Hill,47.61890988,-122.317571,Private room,118.00,1,0,,,2,365,0,
6835466,Spacious Studio in Best Location!,4433456,Whitney,Capitol Hill,Capitol Hill,47.61553857,-122.3248606,Entire home/apt,100.00,3,2,2015-09-08,0.41,1,177,2,
3418230,"Capitol Hill Oasis, Upper",1445691,Kyle,Capitol Hill,Capitol Hill,47.63588357,-122.3218574,Private room,100.00,3,11,2015-09-01,0.62,2,365,11,
9843421,Spacious 1BR in great neighborhood,12934911,Damon,Capitol Hill,Capitol Hill,47.62445666,-122.3161708,Entire home/apt,65.00,7,0,,,1,2,0,
3543791,Cute Cap Hill Studio w/Great View!,7325453,Clare,Capitol Hill,Capitol Hill,47.61630367,-122.3235746,Entire home/apt,115.00,1,6,2016-01-02,1.41,1,259,6,
3552006,Urban Loft with Amazing Views,17881151,Tiffany,Capitol Hill,Capitol Hill,47.62234371,-122.3258445,Entire home/apt,149.00,1,28,2015-08-10,1.56,1,331,28,
7149703,Super Cute Shared 2 bd Capitol Hill,19799874,Noora,Capitol Hill,,47.62187051,-122.3278452,Private room,59.00,1,24,2015-12-14,4.62,2,138,24,
4526943,PANORAMIC VIEWS OF LAKE WASHINGTON!,23468733,Daniella,Capitol Hill,Capitol Hill,47.62825489,-122.3261987,Entire home/apt,155.00,3,4,2016-01-02,0.94,1,365,4,
7557951,Historic Heart of Capitol Hill,39607395,Elizabeth,Capitol Hill,Capitol Hill,47.6226625,-122.327929,Entire home/apt,100.00,1,3,2015-10-04,0.7,1,140,3,
4808173,Top Floor Capitol Hill Location!,24165555,Caitlin & Charlie,Capitol Hill,Capitol Hill,47.61620832,-122.3162362,Entire home/apt,175.00,1,3,2015-03-22,0.24,1,362,3,
4404126,Courtyard View on Capitol Hill,10764824,Lily,Capitol Hill,Capitol Hill,47.61417354,-122.3269296,Private room,70.00,1,22,2015-12-14,5.12,1,25,22,
7902137,"100WalkScore, Hotel Qlty, FreeBkfst",2460676,Matthew,Capitol Hill,Capitol Hill,47.61604487,-122.3264487,Private room,84.00,1,38,2015-12-26,8.09,1,300,38,
8453633,Charming House in Capitol Hill,30322585,Nicole,Capitol Hill,Capitol Hill,47.62406052,-122.3277855,Entire home/apt,175.00,2,1,2015-12-01,0.86,1,331,1,
2004931,Lux 1BD in CapHill. 97 Walkscore,8534462,Daniela,Capitol Hill,Capitol Hill,47.61497631,-122.323857,Entire home/apt,167.00,2,48,2015-10-22,1.96,3,268,48,
7179783,Modern Urban Retreat; Walk Score 95,5662531,Katie,Capitol Hill,,47.62075063,-122.3165411,Private room,99.00,1,1,2015-12-13,1,1,179,1,
7241235,Cozy Studio on Capitol Hill,37913323,Molly,Capitol Hill,Capitol Hill,47.61943956,-122.3205921,Entire home/apt,100.00,1,12,2015-11-20,2.05,1,45,12,
6249458,2Bed 2Bath w Parking Capitol Hill,32433212,Bonnie,Capitol Hill,Capitol Hill,47.62336483,-122.3190029,Entire home/apt,259.00,2,13,2015-09-14,1.6,1,363,13,
1537246,Historic 1 BR Gem on Capitol Hill,7606108,Lana,Capitol Hill,Capitol Hill,47.62446329,-122.3246947,Entire home/apt,139.00,3,55,2015-12-26,1.91,1,266,55,
841140,"Spacious, New Apt & Terrace on Park",2496518,Jeremy,Capitol Hill,Capitol Hill,47.6170104,-122.3203997,Entire home/apt,185.00,4,13,2014-10-26,0.36,1,176,13,
1961950,Bunker 11: Walk to Downtown Seattle,31509,David,Capitol Hill,Capitol Hill,47.61905246,-122.3176942,Entire home/apt,99.00,1,17,2015-12-25,1.3,1,6,17,
8735996,Studio-Plus on Capitol Hill,45834046,Daniel,Capitol Hill,Capitol Hill,47.62028016,-122.3231304,Entire home/apt,90.00,1,0,,,1,65,0,
1220471,Best Urban Location & Patio,6657721,Alex And Joshua,Capitol Hill,Capitol Hill,47.61597844,-122.3269306,Entire home/apt,250.00,3,4,2013-09-03,0.13,1,11,4,
7369,launchingpad/landingpad,19425,Shireen,Capitol Hill,Broadway,47.61539738,-122.3256396,Entire home/apt,85.00,1,40,2012-03-04,0.5,1,53,40,
9137899,"Heart of the city, View from up-top",47588576,Will,Capitol Hill,Capitol Hill,47.61773102,-122.3262504,Entire home/apt,100.00,3,2,2015-12-01,1.25,1,48,2,
4831200,Rick Owens Inspired Studio,11946408,Chad,Capitol Hill,Capitol Hill,47.62419613,-122.32385,Entire home/apt,80.00,1,4,2015-03-23,0.33,1,275,4,
1562643,Renovated 1904 Capitol Hill classic,8315334,Robert,Capitol Hill,Capitol Hill,47.62425179,-122.3258175,Entire home/apt,260.00,1,23,2016-01-02,1.76,3,305,23,
7871807,1 bed/1bath in a 6bed/6bath house,41487433,Jose,Capitol Hill,Capitol Hill,47.62509141,-122.3284346,Private room,125.00,1,2,2015-09-06,0.44,1,117,2,
8116395,Entire apartment in Capitol Hill,21195629,Robbie,Capitol Hill,Capitol Hill,47.62290084,-122.315046,Entire home/apt,119.00,1,17,2015-12-13,4.18,1,321,17,
872152,Luxurious Local Lifestyle 2Bd/2+Bth,50893,Chris,Capitol Hill,Capitol Hill,47.62552576,-122.3235894,Entire home/apt,182.00,3,10,2015-09-06,0.46,9,280,10,
719233,Spacious Apartment in Capitol Hill!,934641,Nick,Capitol Hill,Capitol Hill,47.61545123,-122.3287407,Entire home/apt,69.00,2,255,2015-11-29,6.43,3,40,255,
6216116,Beautiful Space Needle/Skyline View,32238651,Michael,Capitol Hill,Capitol Hill,47.62108181,-122.3268029,Entire home/apt,90.00,2,9,2015-12-27,1.17,1,226,9,
9386509,408 Modern Studio on Capitol Hill,42537846,Eric,Capitol Hill,Capitol Hill,47.62701369,-122.3164475,Entire home/apt,69.00,1,4,2015-12-22,4,15,342,4,
1686958,Gorgeous Old Style Apartment,8904778,Lisa,Capitol Hill,Capitol Hill,47.62696245,-122.3185082,Entire home/apt,130.00,1,0,,,1,184,0,
8106277,Triplex A on Capitol Hill,24916371,Mc,Capitol Hill,Capitol Hill,47.61749952,-122.314098,Entire home/apt,135.00,1,1,2015-10-31,0.45,3,365,1,
5422881,"Cozy Apt, Great View - Capitol Hill",26326126,Dan,Capitol Hill,Capitol Hill,47.62346221,-122.327337,Private room,82.00,14,0,,,1,126,0,
6812054,Cozy 1BD in heart of Capitol Hill,35662043,Amanda,Capitol Hill,Capitol Hill,47.62304257,-122.3193855,Entire home/apt,212.00,2,4,2015-08-12,0.64,1,365,4,
5067177,Capitol Hill Excursion Part five,7354306,Michael,Capitol Hill,Capitol Hill,47.62302486,-122.3242942,Private room,47.00,2,14,2016-01-01,2.96,18,357,14,
6689259,Triplex C on Capitol Hill,24916371,Mc,Capitol Hill,Capitol Hill,47.61602024,-122.3140492,Entire home/apt,100.00,1,0,,,3,305,0,
4231670,Exposed brick beauty in CapitolHill,9499722,Emily,Capitol Hill,Capitol Hill,47.61786459,-122.3220301,Entire home/apt,100.00,3,4,2014-12-31,0.28,1,360,4,
6951415,Large Seattle Studio (Capitol Hill),1363490,Mireya,Capitol Hill,Capitol Hill,47.62161273,-122.3206114,Entire home/apt,95.00,2,16,2015-11-25,2.54,1,57,16,
7666155,New Modern Pike/Pine Apartment,5551020,Benjamin,Capitol Hill,Capitol Hill,47.61464457,-122.3168336,Entire home/apt,239.00,2,2,2015-08-16,0.4,1,129,2,
8934054,Condo rental room  in downtown!,41379323,E,Capitol Hill,Capitol Hill,47.62697762,-122.324298,Private room,75.00,1,4,2015-12-20,1.9,2,357,4,
7601766,Clean Capitol Hill Apt,39863754,Micah Alyn,Capitol Hill,Capitol Hill,47.61593141,-122.3252968,Private room,75.00,1,5,2015-11-18,0.94,1,365,5,
6954984,Charming Modern 1 Bdrm Capitol Hill,5260336,Jennifer,Capitol Hill,Capitol Hill,47.62424232,-122.3209225,Entire home/apt,96.00,1,3,2015-12-14,2.57,1,128,3,
8339428,Cap Hill Apartment - Prime Location,31669424,Valerie,Capitol Hill,,47.61625972,-122.3255428,Entire home/apt,90.00,1,14,2015-12-29,5.19,4,0,14,
5160893,"Charming, sunny & near everything!",26690621,Elisa,Capitol Hill,Capitol Hill,47.62147773,-122.3199308,Private room,80.00,1,105,2015-12-29,9.38,1,356,105,
7616507,Cute N. Capitol Hill home! Pets Ok,900531,Clay,Capitol Hill,Capitol Hill,47.62500877,-122.3259761,Entire home/apt,200.00,1,17,2016-01-02,3.38,2,187,17,
23192,"Harrison Modern ""Mad Men"" Suite ",90437,Ian,Capitol Hill,Capitol Hill,47.62236602,-122.315918,Entire home/apt,119.00,3,7,2015-08-18,0.22,1,340,7,
9494415,403 Modern Studio on Capitol Hill,42537846,Eric,Capitol Hill,Capitol Hill,47.62551189,-122.3170917,Entire home/apt,69.00,1,7,2015-12-26,7,15,270,7,
8241019,Capitol Hill Mid Century Mod Studio,3246928,Jordan,Capitol Hill,,47.62322101,-122.3151148,Entire home/apt,85.00,2,0,,,2,0,0,
4652918,Io House (Pvt Twin) - SLU Walkable,1243056,Andrew,Capitol Hill,Capitol Hill,47.62572233,-122.3209011,Private room,69.00,4,1,2015-05-31,0.14,37,247,1,
7618526,Vintage Charm in Capitol Hill,10981612,Jeffrey,Capitol Hill,Capitol Hill,47.61744799,-122.3226248,Private room,85.00,2,2,2015-08-31,0.44,1,150,2,
5930806,Modern 1 bedroom loft apartment,30793403,Amanda,Capitol Hill,Capitol Hill,47.62479371,-122.3217721,Entire home/apt,100.00,1,0,,,1,356,0,
9407989,Bright & Beautiful on Capitol Hill,48784263,Garrett And Cody,Capitol Hill,Capitol Hill,47.61972993,-122.3169106,Private room,150.00,1,0,,,1,28,0,
6823597,Cap Hill Mid-Cent. Modern Apt.,35740581,J.D.,Capitol Hill,Capitol Hill,47.62060411,-122.3220002,Entire home/apt,140.00,2,23,2015-09-01,3.47,1,365,23,
5537446,"Updated, Cap Hill condo w/ parking",8688905,Sarah,Capitol Hill,Capitol Hill,47.61491808,-122.3241118,Entire home/apt,150.00,1,14,2015-10-24,1.49,1,283,14,
9436832,Artsy Charmer in Center of Cap Hill,595610,Elena,Capitol Hill,Capitol Hill,47.62091213,-122.3149194,Entire home/apt,100.00,2,10,2015-12-16,7.32,2,74,10,
9133711,Beautiful Capitol Hill Craftsman,5820099,Forest And Andy,Capitol Hill,Capitol Hill,47.61909772,-122.3214002,Entire home/apt,550.00,1,0,,,7,351,0,
10157690,Great Spot on The Hill,24336313,Jeff,Capitol Hill,,47.61952841,-122.3280672,Entire home/apt,69.00,2,0,,,2,76,0,
1122236,MODERN LUXURY on Capitol Hill,1121532,Autumn,Capitol Hill,Capitol Hill,47.62330379,-122.3259558,Entire home/apt,119.00,2,45,2015-12-08,1.39,7,364,45,
4906490,Classic Capitol Hill House,1380838,Riley,Capitol Hill,,47.62590157,-122.3273293,Entire home/apt,350.00,2,2,2015-06-14,0.2,1,2,2,
7773668,"Room in Capitol Hill, Seattle",20983122,Michael,Capitol Hill,,47.61456901,-122.3272358,Private room,69.00,1,18,2015-12-28,3.78,1,341,18,
458197,PureSpace- Slumber Party Room,50893,Chris,Capitol Hill,Capitol Hill,47.62491524,-122.3197293,Private room,48.00,2,7,2014-09-08,0.16,9,2,7,
458193,Get Local @ The Lounge- Sleeps 4,50893,Chris,Capitol Hill,Capitol Hill,47.62476205,-122.3202597,Private room,69.00,2,6,2014-09-08,0.14,9,2,6,
458186,The Tree Room with King-Sized Bed,50893,Chris,Capitol Hill,Capitol Hill,47.62340995,-122.3191905,Private room,61.00,2,14,2015-03-13,0.32,9,2,14,
458183,Pure Space - The Water World Room,50893,Chris,Capitol Hill,Capitol Hill,47.62477068,-122.3191427,Private room,52.00,2,9,2014-11-18,0.26,9,2,9,
941467,"Close to Downtown, Ground-Level Rm",5090190,Rochelle,Capitol Hill,Capitol Hill,47.63070461,-122.3211983,Private room,95.00,2,109,2015-12-29,3.33,2,29,109,
1039766,Private Room - Capitol Hill Seattle,5724883,Lillian,Capitol Hill,Capitol Hill,47.62199891,-122.3222824,Private room,60.00,1,147,2015-12-20,4.8,1,352,147,
